"Reviewed","Exported","Document type","Date added","Date issued","Vendor","Currency","Total","Tax","GST","HST","PST","QST","Other","Sales Tax","Tip","Type","Tax category","Classification","Sub-classification","Description","Pay method","Pay account","Card type","Card number","Comment"
"Yes","No","Receipt","8/28/2025 11:26 AM","10/3/2019","Liquor Barn","CAD","172.89","8.23","8.23","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Cash","","","",""
"Yes","No","Receipt","8/28/2025 11:26 AM","12/27/2019","Burnt Lake Store","CAD","43.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","","L-3,46.787 lt"
"Yes","No","Receipt","8/28/2025 11:26 AM","11/28/2019","Plenty of Liquor","CAD","195.04","8.88","8.88","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/28/2025 11:26 AM","1/4/2020","Plenty of Liquor","CAD","144.85","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Cash","","","",""
"Yes","No","Receipt","8/28/2025 11:26 AM","10/25/2019","Run'n On Empty 50Ave","CAD","34.50","1.48","1.48","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","",""
"Yes","No","Receipt","8/28/2025 11:26 AM","10/29/2019","SHELL CANADA PRODUCTS","CAD","40.00","1.90","1.90","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","",""
"Yes","No","Receipt","8/28/2025 11:26 AM","10/29/2019","Fas Gas Red Deer","CAD","100.00","4.76","4.76","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","",""
"Yes","No","Receipt","8/28/2025 11:26 AM","10/4/2019","THAI EXPRESS","CAD","10.48","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","","","food out of town","","","Card","","","3265",""
"No","No","Receipt","8/28/2025 11:26 AM","10/1/2019","Heritage Gas Bar","CAD","39.50","1.88","1.88","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Card","","","",""
"Yes","No","Receipt","8/28/2025 11:26 AM","10/3/2019","Fas Gas Red Deer 3218 49th Avenue Red Deer AB","CAD","24.00","1.14","1.14","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Card","","","3265","L-20 "
"Yes","No","Receipt","8/28/2025 12:12 PM","7/27/2019","Fas Gas Red Deer","CAD","65.00","3.10","3.10","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","","l-23,63.167"
"No","No","Receipt","8/28/2025 11:26 AM","10/1/2019","Fas Gas west park","CAD","59.51","2.83","2.83","0.00","0.00","0.00","0.00","","0.00","","Deductible","Fuel","","","Card","","","3265",""
"No","No","Receipt","8/28/2025 11:26 AM","10/23/2019","Fas Gas Red Deer","CAD","40.00","1.90","1.90","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Card","","","3265",""
"No","No","Receipt","8/28/2025 11:26 AM","10/27/2019","Fas Gas Red Deer","CAD","35.00","1.67","1.67","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Card","","","3265",""
"Yes","No","Receipt","8/28/2025 11:26 AM","10/1/2019","Best Buy","CAD","62.97","3.00","3.00","0.00","0.00","0.00","0.00","","0.00","Business","Deductible","Office Supplies","","","Debit","","","","usb cables "
"Yes","No","Receipt","8/28/2025 11:26 AM","10/11/2019","Key Hole","CAD","8.40","0.40","0.40","0.00","0.00","0.00","0.00","","0.00","","Deductible","Business expense","keys","","Cash","","","","2 keys cut"
"Yes","No","Receipt","8/28/2025 12:11 PM","9/18/2019","Run'n On Empty 50Ave","CAD","84.88","2.86","2.86","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Debit","","","3265","L-5,60.057"
"Yes","No","Receipt","8/28/2025 12:11 PM","9/11/2019","Fas Gas Red Deer","CAD","60.00","2.86","2.86","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","","L-24,57.197"
"Yes","No","Receipt","8/28/2025 12:11 PM","9/23/2019","Fas Gas Red Deer","CAD","50.00","2.38","2.38","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","","L-3,51.072"
"Yes","No","Receipt","8/28/2025 12:11 PM","9/3/2019","Fas Gas Red Deer","CAD","81.00","3.86","3.86","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","","L-5,82.735"
"Yes","No","Receipt","8/28/2025 12:11 PM","9/23/2019","SHELL CANADA PRODUCTS","CAD","60.00","2.86","2.86","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","","L-10,59 LT"
"No","No","Receipt","8/28/2025 12:11 PM","9/22/2019","Fas Gas Westpark 4305 55th Street Red Deer AB","CAD","59.25","0.64","0.64","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","3265",""
"Yes","No","Receipt","8/28/2025 11:26 AM","10/31/2019","SHELL CANADA PRODUCTS","CAD","46.00","2.19","2.19","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Card","","","3265",""
"Yes","No","Receipt","8/28/2025 11:26 AM","10/3/2019","PartSource","CAD","54.14","2.58","2.58","0.00","0.00","0.00","0.00","","0.00","Business","Deductible","Vehicle M/R","","","","","","",""
"Yes","No","Receipt","8/28/2025 12:12 PM","7/27/2019","Fas Gas Red Deer","CAD","60.00","2.86","2.86","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","","L-10,57.025 lt"
"No","No","Receipt","8/28/2025 10:57 PM","12/9/2019","Gasoline Alley Harley-Davidson","CAD","133.30","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","Personal","Non-deductible","clothing","","","Debit","","","",""
"No","No","Receipt","8/28/2025 10:58 PM","7/16/2019","Fas Gas west park","CAD","12.00","0.57","0.57","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Card","","MASTERCARD","0853","L-5,10.919"
"No","No","Receipt","8/28/2025 10:58 PM","9/6/2019","Run'n On Empty 50Ave","CAD","54.57","2.33","2.33","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Card","","MASTERCARD","8547","L-3,50.055"
"Yes","No","Receipt","8/28/2025 10:58 PM","9/7/2019","Save on foods","CAD","10.37","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Card","","MASTERCARD","8544","water"
"Yes","No","Receipt","8/28/2025 10:58 PM","9/9/2019","Fas Gas Red Deer","CAD","55.00","2.62","2.62","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","","L-24,56.180"
"No","No","Receipt","8/28/2025 10:58 PM","8/6/2019","Run'n On Empty 50Ave","CAD","20.01","0.95","0.95","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Debit","","","3265","L-5,19.072"
"Yes","No","Receipt","8/28/2025 10:58 PM","8/8/2019","CENTRAL ALBERTA CO-OP RD HGC","CAD","6.60","0.31","0.31","0.00","0.00","0.00","0.00","","0.00","","","Vehicle M/R","","","Cash","","","","rope"
"Yes","No","Receipt","8/28/2025 10:58 PM","8/3/2019","Fas Gas Red Deer","CAD","100.00","4.76","4.76","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","","L-24,95.328"
"No","No","Receipt","8/28/2025 10:58 PM","8/11/2019","Fas Gas Westpark 4305 55th Street Red Deer AB","CAD","60.00","2.86","2.86","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Card","","","",""
"Yes","No","Receipt","8/28/2025 10:58 PM","8/15/2019","Burnt Lake Store","CAD","85.40","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","",""
"No","No","Receipt","8/28/2025 10:58 PM","8/1/2019","Run'n On Empty 50Ave","CAD","10.00","0.48","0.48","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Debit","","","3265","L-5,10.115"
"Yes","No","Receipt","8/28/2025 10:58 PM","8/31/2019","FLYING J","CAD","6.56","0.25","0.25","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Cash","","","",""
"Yes","No","Receipt","8/28/2025 10:58 PM","8/31/2019","Run'n On Empty 50Ave","CAD","156.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Debit","","","3265","L-10,156.157"
"Yes","No","Receipt","8/28/2025 10:58 PM","8/31/2019","Fas Gas west park","CAD","83.00","3.95","3.95","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","","L-22,84.785"
"No","No","Receipt","8/28/2025 10:58 PM","9/25/2019","Run'n On Empty 50Ave","CAD","70.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Debit","","","3265","L-5,70.075"
"Yes","No","Receipt","8/28/2025 10:58 PM","8/24/2019","PETRO-CANADA","CAD","13.25","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Cash","","","","Ice"
"No","No","Receipt","8/28/2025 10:58 PM","8/23/2019","Run'n On Empty 50Ave","CAD","31.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","","L-3,29.270"
"Yes","No","Receipt","8/28/2025 10:58 PM","8/24/2019","FLYING J","CAD","26.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","","L-8,"
"No","No","Receipt","8/28/2025 10:58 PM","8/30/2019","Run'n On Empty 50Ave","CAD","81.00","3.86","3.86","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Debit","","","3265","L-8,81.082"
"Yes","No","Receipt","8/28/2025 10:58 PM","8/25/2019","FLYING J","CAD","100.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","","prepaid fuel no ammount "
"Yes","No","Receipt","8/28/2025 10:58 PM","8/21/2019","7 eleven store 37826","CAD","38.00","0.95","0.95","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Debit","","","3255","L-3,19.435"
"No","No","Receipt","8/28/2025 10:58 PM","8/22/2019","Run'n On Empty 50Ave","CAD","100.36","4.78","4.78","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Debit","","","3265","L-11,88.110"
"Yes","No","Receipt","8/28/2025 10:58 PM","9/6/2019","CALGARY AIRPORT AUTHOR","CAD","10.50","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","","","Parking","Airport parking","","Card","","","2094",""
"Yes","No","Receipt","8/28/2025 10:58 PM","8/3/2019","Fas Gas Red Deer","CAD","50.00","2.38","2.38","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","","L-11,45.087"
"No","No","Receipt","8/28/2025 10:58 PM","9/13/2019","Fas Gas Red Deer 3218 49th Avenue Red Deer AB","CAD","86.00","4.10","4.10","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Card","","","3265","L-22,87.84 "
"Yes","No","Receipt","8/28/2025 10:57 PM","9/26/2019","Fas Gas LACOMBE AB","CAD","80.00","3.81","3.81","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Card","","","3265",""
"Yes","No","Receipt","8/28/2025 10:57 PM","9/12/2019","Burnt Lake Store","CAD","8.15","0.39","0.39","0.00","0.00","0.00","0.00","","0.00","Personal","","Food","","","Cash","","","",""
"Yes","No","Receipt","8/28/2025 10:57 PM","9/7/2019","CENTRAL AB CO-OP","CAD","16.30","0.76","0.76","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Cash","","","",""
"Yes","No","Receipt","8/28/2025 10:57 PM","10/2/2019","Run'n On Empty 50Ave","CAD","20.00","0.95","0.95","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","","L-3,19.252"
"Yes","No","Receipt","8/28/2025 10:57 PM","6/1/2019","Fas Gas Westpark 4305 55th Street Red Deer AB","CAD","50.00","2.38","2.38","0.00","0.00","0.00","0.00","","0.00","","Deductible","Fuel","","","Cash","","","","L-19,44.682"
"Yes","No","Receipt","8/28/2025 10:57 PM","9/28/2019","Run'n On Empty 50Ave","CAD","42.00","2.00","2.00","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Debit","","","3265","L3,40.425"
"Yes","No","Receipt","8/28/2025 10:57 PM","8/31/2019","Fas Gas Red Deer","CAD","27.55","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Cash","","","",""
"Yes","No","Receipt","8/28/2025 10:57 PM","8/31/2019","canadian tire calgary","CAD","61.50","2.93","2.93","0.00","0.00","0.00","0.00","","0.00","","Deductible","Fuel","","","Cash","","","","L-19,63.437"
"Yes","No","Receipt","8/28/2025 10:57 PM","8/13/2019","Run'n On Empty 50Ave","CAD","40.00","1.90","1.90","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","","L-3,40.444"
"Yes","No","Receipt","8/28/2025 10:57 PM","9/28/2019","Fas Gas Red Deer","CAD","70.00","3.33","3.33","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Debit","","","3265",""
"No","No","Receipt","8/28/2025 10:57 PM","9/30/2019","Fas Gas Red Deer","CAD","33.50","1.60","1.60","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Debit","","","3265","L-20,32.245"
"No","No","Receipt","8/28/2025 12:12 PM","9/15/2019","Run'n On Empty 50Ave","CAD","37.00","1.76","1.76","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Debit","","","3265","L-3, 37.035 lt"
"No","No","Receipt","8/28/2025 10:57 PM","9/30/2019","Run'n On Empty 50Ave","CAD","37.50","1.79","1.79","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Debit","","","3265","L-3,36.095"
"No","No","Receipt","8/28/2025 10:57 PM","9/1/2019","Run'n On Empty 50Ave","CAD","157.00","7.48","7.48","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","","L10,09/01/2019"
"Yes","No","Receipt","8/28/2025 10:57 PM","9/29/2019","Fas Gas Red Deer","CAD","38.85","1.74","1.74","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","","L-3,35.157"
"Yes","No","Receipt","8/28/2025 10:57 PM","9/25/2019","Run'n On Empty 50Ave","CAD","10.82","0.51","0.51","0.00","0.00","0.00","0.00","","0.00","","","food out of town","","","Debit","","","3265",""
"No","No","Receipt","8/28/2025 10:57 PM","7/11/2019","Fas Gas Red Deer","CAD","60.00","2.86","2.86","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Debit","","","3265","L-20,54.595"
"No","No","Receipt","8/28/2025 10:57 PM","7/11/2019","Run'n On Empty 50Ave","CAD","37.00","1.76","1.76","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Debit","","","3265","L-3,32.205"
"Yes","No","Receipt","8/28/2025 10:57 PM","7/21/2019","Fas Gas Red Deer","CAD","40.00","1.90","1.90","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","",""
"Yes","No","Receipt","8/28/2025 10:57 PM","9/23/2019","SHELL CANADA PRODUCTS","CAD","60.00","2.86","2.86","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","",""
"Yes","No","Receipt","8/28/2025 10:57 PM","9/6/2019","PETRO-CANADA","CAD","40.00","1.90","1.90","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Debit","","","3265",""
"No","No","Receipt","8/28/2025 10:57 PM","9/15/2019","Fas Gas Red Deer","CAD","100.00","4.76","4.76","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Card","","","3265",""
"Yes","No","Receipt","8/28/2025 10:57 PM","9/26/2019","SHELL CANADA PRODUCTS","CAD","100.00","4.76","4.76","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Card","","","",""
"Yes","No","Receipt","8/28/2025 10:57 PM","9/27/2019","Esso 32nd Street","CAD","87.51","4.17","4.17","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Debit","","","3265",""
"Yes","No","Receipt","8/28/2025 11:26 AM","10/4/2019","DENNY' S","CAD","13.83","0.85","0.85","0.00","0.00","0.00","0.00","","0.00","Business","Deductible","Business expense","Business meal","","Cash","","","",""
"No","No","Receipt","8/28/2025 11:26 AM","10/16/2019","Run'n On Empty 50Ave","CAD","56.50","2.69","2.69","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Debit","","","3265","L-3,55.45 lt"
"Yes","No","Receipt","8/28/2025 11:26 AM","10/14/2019","Fas Gas Westpark 4305 55th Street Red Deer AB","CAD","34.25","0.95","0.95","0.00","0.00","0.00","0.00","","0.00","","","","","","Cash","","","","L-3,20.429 lt"
"Yes","No","Receipt","8/27/2025 9:15 PM","5/23/2019","Plenty of Liquor","CAD","305.43","13.91","13.91","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/27/2025 9:15 PM","1/4/2019","Plenty of Liquor","CAD","44.28","2.10","2.10","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/27/2025 9:15 PM","5/2/2019","Plenty of Liquor","CAD","111.22","5.10","5.10","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Cash","","","",""
"Yes","No","Receipt","8/27/2025 9:15 PM","5/4/2019","Plenty of Liquor","CAD","64.76","3.02","3.02","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/27/2025 9:15 PM","5/28/2019","Plenty of Liquor","CAD","101.74","4.63","4.63","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Cash","","","",""
"Yes","No","Receipt","8/27/2025 9:15 PM","5/29/2019","CentraI Alberta Co-op GAS BAR","CAD","10.07","0.47","0.47","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Cash","","","","MIX"
"Yes","No","Receipt","8/27/2025 9:15 PM","5/31/2019","Plenty of Liquor","CAD","276.66","12.67","12.67","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Cash","","","",""
"Yes","No","Receipt","8/27/2025 9:15 PM","5/31/2019","Plenty of Liquor","CAD","77.76","3.66","3.66","0.00","0.00","0.00","0.00","","0.00","Business","","Business expense","Client Beverage","","Cash","","","",""
"Yes","No","Receipt","8/27/2025 9:15 PM","6/1/2019","LIQUOR DEPOT LEDUC COMMON","CAD","32.65","1.50","1.50","0.00","0.00","0.00","0.00","","0.00","Business","","Business expense","Client Beverage","","Cash","","","",""
"Yes","No","Receipt","8/27/2025 9:15 PM","6/20/2019","Plenty of Liquor","CAD","68.78","3.09","3.09","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/27/2025 9:15 PM","6/26/2019","CC's COLD BEER & LIQUOR STORE","CAD","104.87","4.60","4.60","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Card","","MASTERCARD","8547",""
"Yes","No","Receipt","8/27/2025 9:15 PM","6/22/2019","Plenty of Liquor","CAD","61.71","2.90","2.90","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/27/2025 9:15 PM","6/23/2019","CURVY BOTTLE LIQUOR STORE","CAD","57.90","2.70","2.70","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/27/2025 9:15 PM","6/25/2019","Plenty of Liquor","CAD","15.00","0.68","0.68","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Cash","","","",""
"Yes","No","Receipt","8/27/2025 9:15 PM","6/15/2019","Nesters Market","CAD","14.95","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Card","","","8547","ICE "
"Yes","No","Receipt","8/27/2025 9:15 PM","2/19/2019","Plenty of Liquor","CAD","84.58","3.80","3.80","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Cash","","","",""
"Yes","No","Receipt","8/27/2025 9:15 PM","2/22/2019","SOLO Liquor","CAD","10.06","0.47","0.47","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Cash","","","",""
"Yes","No","Receipt","8/27/2025 9:15 PM","2/27/2019","Plenty of Liquor","CAD","97.17","4.40","4.40","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/27/2025 9:15 PM","2/22/2019","Liquor Depot north hill","CAD","21.24","1.00","1.00","0.00","0.00","0.00","0.00","","0.00","Business","Deductible","Business expense","Client Beverage","","Debit","","","3265",""
"Yes","No","Receipt","8/27/2025 9:15 PM","2/14/2019","Plenty of Liquor","CAD","8.49","0.40","0.40","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Cash","","","",""
"Yes","No","Receipt","8/27/2025 9:15 PM","2/23/2019","WEST PARK LIQUOR STORE","CAD","3.50","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","Business","Deductible","Business expense","Client Beverage","","Cash","","","","ICE"
"Yes","No","Receipt","8/27/2025 9:15 PM","5/23/2019","Plenty of Liquor","CAD","86.37","3.90","3.90","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/27/2025 9:14 PM","5/23/2019","Plenty of Liquor","CAD","117.71","5.35","5.35","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/27/2025 9:14 PM","5/23/2019","Plenty of Liquor","CAD","247.20","11.19","11.19","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/27/2025 9:14 PM","5/17/2019","Plenty of Liquor","CAD","28.62","1.35","1.35","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Cash","","","",""
"Yes","No","Receipt","8/27/2025 9:14 PM","7/26/2019","Plenty of Liquor","CAD","56.95","2.69","2.69","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/27/2025 9:14 PM","7/19/2019","Plenty of Liquor","CAD","335.66","15.44","15.44","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/27/2025 9:14 PM","7/12/2019","Plenty of Liquor","CAD","69.98","3.24","3.24","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/27/2025 9:14 PM","7/12/2019","Plenty of Liquor","CAD","117.83","5.37","5.37","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/27/2025 9:14 PM","7/12/2019","Plenty of Liquor","CAD","69.78","3.30","3.30","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/27/2025 9:14 PM","7/12/2019","Plenty of Liquor","CAD","376.64","17.84","17.84","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/27/2025 9:14 PM","7/12/2019","Plenty of Liquor","CAD","147.66","6.67","6.67","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/27/2025 9:14 PM","7/26/2019","Plenty of Liquor","CAD","50.52","2.41","2.41","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/27/2025 9:14 PM","9/13/2019","Plenty of Liquor","CAD","603.74","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Cash","","","",""
"Yes","No","Receipt","8/27/2025 9:14 PM","9/4/2019","Plenty of Liquor","CAD","110.01","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Cash","","","",""
"Yes","No","Receipt","8/27/2025 9:15 PM","2/23/2019","WEST PARK LIQUOR STORE","CAD","35.00","1.48","1.48","0.00","0.00","0.00","0.00","","0.00","Business","Deductible","Business expense","Client Beverage","","Cash","","","",""
"Yes","No","Receipt","8/27/2025 9:14 PM","9/4/2019","Plenty of Liquor","CAD","150.59","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Cash","","","",""
"Yes","No","Receipt","8/27/2025 9:14 PM","6/1/2019","Liquor Depot","CAD","32.65","1.50","1.50","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Card","","","",""
"Yes","No","Receipt","8/27/2025 9:14 PM","4/24/2019","Liquor Depot","CAD","44.35","2.00","2.00","0.00","0.00","0.00","0.00","","0.00","","Deductible","Business expense","Client Beverage","","Debit","","","3265",""
"Yes","No","Receipt","8/27/2025 9:14 PM","4/26/2019","Ace LIQUOR LACOMBE","CAD","29.20","1.34","1.34","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Cash","","","",""
"Yes","No","Receipt","8/27/2025 9:14 PM","4/26/2019","Plenty of Liquor","CAD","101.44","4.64","4.64","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/27/2025 9:14 PM","1/4/2019","Plenty of Liquor","CAD","140.62","6.40","6.40","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/27/2025 9:14 PM","4/26/2019","Plenty of Liquor","CAD","93.97","4.25","4.25","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/27/2025 9:14 PM","4/26/2019","Plenty of Liquor","CAD","177.04","8.08","8.08","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/27/2025 9:14 PM","4/26/2019","Plenty of Liquor","CAD","169.36","7.87","7.87","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/27/2025 9:14 PM","5/16/2019","Plenty of Liquor","CAD","59.57","2.75","2.75","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/27/2025 9:14 PM","5/19/2019","SOLO Liquor","CAD","23.54","1.05","1.05","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Cash","","","",""
"Yes","No","Receipt","8/27/2025 9:14 PM","9/4/2019","Plenty of Liquor","CAD","177.46","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Cash","","","",""
"Yes","No","Receipt","8/27/2025 9:15 PM","1/5/2019","DOWNTOWN WINE & LIQUOR","CAD","27.00","1.29","1.29","0.00","0.00","0.00","0.00","","0.00","Business","Deductible","Business expense","Client Beverage","","Cash","","","",""
"Yes","No","Receipt","8/27/2025 10:13 PM","9/7/2019","Plenty of Liquor","CAD","119.81","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Cash","","","",""
"Yes","No","Receipt","8/27/2025 10:13 PM","9/13/2019","Plenty of Liquor","CAD","84.18","4.00","4.00","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Cash","","","",""
"Yes","No","Receipt","8/27/2025 10:13 PM","12/9/2019","Plenty of Liquor","CAD","113.75","5.19","5.19","0.00","0.00","0.00","0.00","","0.00","Business","Deductible","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/27/2025 10:13 PM","12/7/2019","Plenty of Liquor","CAD","113.75","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Cash","","","",""
